u,v,w,p,q,r,phi,theta,psi,roll_ctrl,pitch_ctrl,yaw_ctrl,throttle_ctrl,E,N,U,u_dot,v_dot,w_dot,p_dot,q_dot,r_dot,phi_dot,theta_dot,psi_dot,delta_a,delta_e,delta_r,delta_T,timestamp
58.7874,0.0105429,0.241879,0.000838958,0.0152033,0.0010992,0.00477748,0.0125521,1.70219,-0.0057205,-0.1706,0,0.5348,362213,4.43607e+06,2438.65,-0.259193,-0.0374026,-0.955647,-0.00190235,0.00240458,-0.00285965,0.000853668,0.0151979,0.00117191,0.04519,0.912012,0.141657,0.7674,1620826363525955657
58.7874,0.0105429,0.241879,0.000838958,0.0152033,0.0010992,0.00477748,0.0125521,1.70219,-0.00573297,-0.1706,0,0.5348,362213,4.43607e+06,2438.65,-0.259193,-0.0374026,-0.955647,-0.00190235,0.00240458,-0.00285965,0.000853668,0.0151979,0.00117191,0.04519,0.912012,0.141657,0.7674,1620826363535940642
58.7834,0.00943805,0.241058,0.000810521,0.0152404,0.00105688,0.00478968,0.0127755,1.70221,-0.00573297,-0.1706,0,0.5348,362214,4.43607e+06,2438.66,-0.261621,-0.0371835,-0.951934,-0.00186429,0.00257585,-0.00289597,0.000824957,0.0152352,0.00112996,0.0451024,0.911971,0.141742,0.7674,1620826363545992434
58.7834,0.00943805,0.241058,0.000810521,0.0152404,0.00105688,0.00478968,0.0127755,1.70221,-0.00574762,-0.1706,0,0.5348,362214,4.43607e+06,2438.66,-0.261621,-0.0371835,-0.951934,-0.00186429,0.00257585,-0.00289597,0.000824957,0.0152352,0.00112996,0.0451024,0.911971,0.141742,0.7674,1620826363555936165
58.7782,0.00807304,0.240128,0.000774379,0.0152915,0.00100162,0.00480478,0.0130649,1.70223,-0.00574762,-0.1706,0,0.5348,362215,4.43607e+06,2438.68,-0.264626,-0.0369265,-0.947569,-0.00181036,0.00273416,-0.00292931,0.000788425,0.0152865,0.00107517,0.0450022,0.911959,0.141851,0.7674,1620826363565930142
58.7733,0.00687572,0.239391,0.000741273,0.0153413,0.000949235,0.00481828,0.0133361,1.70225,-0.00576574,-0.1706,0,0.5348,362216,4.43607e+06,2438.69,-0.267907,-0.0367016,-0.943197,-0.00179703,0.00283491,-0.002968,0.000754919,0.0153365,0.00102323,0.0448695,0.911992,0.14197,0.7674,1620826363575957920
58.7733,0.00687572,0.239391,0.000741273,0.0153413,0.000949235,0.00481828,0.0133361,1.70225,-0.00578194,-0.1706,0,0.5348,362216,4.43607e+06,2438.69,-0.267907,-0.0367016,-0.943197,-0.00179703,0.00283491,-0.002968,0.000754919,0.0153365,0.00102323,0.0448695,0.911992,0.14197,0.7674,1620826363585996515
58.768,0.00565545,0.238741,0.000706513,0.0153952,0.000893046,0.00483198,0.0136255,1.70227,-0.00578194,-0.1706,0,0.5348,362217,4.43606e+06,2438.71,-0.271115,-0.0364848,-0.939225,-0.00176132,0.00287381,-0.00299322,0.000719695,0.0153907,0.000967514,0.0447556,0.912065,0.142091,0.7674,1620826363595933952
58.768,0.00565545,0.238741,0.000706513,0.0153952,0.000893046,0.00483198,0.0136255,1.70227,-0.00579838,-0.1706,0,0.5348,362217,4.43606e+06,2438.71,-0.271115,-0.0364848,-0.939225,-0.00176132,0.00287381,-0.00299322,0.000719695,0.0153907,0.000967514,0.0447556,0.912065,0.142091,0.7674,1620826363605938726
58.7644,0.00488073,0.238379,0.000683629,0.0154313,0.000854972,0.00484083,0.0138199,1.70228,-0.00579838,-0.1706,0,0.5348,362218,4.43606e+06,2438.72,-0.273897,-0.0363531,-0.936089,-0.00177762,0.00285882,-0.00302279,0.000696478,0.015427,0.000929751,0.044631,0.912155,0.142195,0.7674,1620826363615952341
58.7602,0.00401224,0.238028,0.000657088,0.0154729,0.000810528,0.00485077,0.0140471,1.70229,-0.005809,-0.1706,0,0.5348,362219,4.43606e+06,2438.73,-0.276233,-0.0362155,-0.933558,-0.00174415,0.00282025,-0.0030261,0.000669529,0.0154688,0.000885661,0.0445601,0.912251,0.142287,0.7674,1620826363625986906
58.7602,0.00401224,0.238028,0.000657088,0.0154729,0.000810528,0.00485077,0.0140471,1.70229,-0.00582092,-0.1706,0,0.5348,362219,4.43606e+06,2438.73,-0.276233,-0.0362155,-0.933558,-0.00174415,0.00282025,-0.0030261,0.000669529,0.0154688,0.000885661,0.0445601,0.912251,0.142287,0.7674,1620826363635961257
58.7554,0.00309081,0.237718,0.000627509,0.0155189,0.00076031,0.00486151,0.0143047,1.70231,-0.00582092,-0.1706,0,0.5348,362220,4.43606e+06,2438.75,-0.278891,-0.0360809,-0.930895,-0.00171623,0.00274538,-0.00302272,0.000639464,0.015515,0.000835831,0.0444806,0.912377,0.142392,0.7674,1620826363645959677
58.7504,0.00220535,0.237492,0.00059797,0.0155638,0.000709384,0.00487191,0.014567,1.70232,-0.00583381,-0.1706,0,0.5348,362221,4.43606e+06,2438.77,-0.281719,-0.0359618,-0.928279,-0.0016896,0.00263302,-0.00301732,0.000609409,0.0155602,0.000785284,0.0443935,0.912526,0.142504,0.7674,1620826363655932259
58.7504,0.00220535,0.237492,0.00059797,0.0155638,0.000709384,0.00487191,0.014567,1.70232,-0.00584629,-0.1706,0,0.5348,362221,4.43606e+06,2438.77,-0.281719,-0.0359618,-0.928279,-0.0016896,0.00263302,-0.00301732,0.000609409,0.0155602,0.000785284,0.0443935,0.912526,0.142504,0.7674,1620826363665947695
58.7454,0.0013792,0.237349,0.000568569,0.015607,0.000658049,0.00488192,0.014833,1.70233,-0.00584629,-0.1706,0,0.5348,362222,4.43606e+06,2438.78,-0.284558,-0.03586,-0.925863,-0.00166287,0.00249226,-0.0030054,0.000579461,0.0156036,0.000734314,0.0443104,0.91269,0.142618,0.7674,1620826363675946607
58.7454,0.0013792,0.237349,0.000568569,0.015607,0.000658049,0.00488192,0.014833,1.70233,-0.0058583,-0.1706,0,0.5348,362222,4.43606e+06,2438.78,-0.284558,-0.03586,-0.925863,-0.00166287,0.00249226,-0.0030054,0.000579461,0.0156036,0.000734314,0.0443104,0.91269,0.142618,0.7674,1620826363685944239
58.7406,0.000649471,0.237286,0.000541564,0.0156447,0.00061043,0.00489081,0.0150818,1.70234,-0.0058583,-0.1706,0,0.5348,362223,4.43606e+06,2438.8,-0.287301,-0.0357918,-0.92373,-0.00164685,0.00233217,-0.00298753,0.000551925,0.0156415,0.000687015,0.04423,0.912858,0.142728,0.7674,1620826363696007193
58.7358,-3.90243e-05,0.237288,0.000514558,0.0156803,0.000562446,0.00489939,0.0153349,1.70235,-0.00586897,-0.1706,0,0.5348,362224,4.43606e+06,2438.82,-0.289935,-0.0357306,-0.921824,-0.00161826,0.0021597,-0.00296367,0.000524362,0.0156774,0.000639338,0.0441616,0.913025,0.142834,0.7674,1620826363705975406
58.7358,-3.90243e-05,0.237288,0.000514558,0.0156803,0.000562446,0.00489939,0.0153349,1.70235,-0.00587926,-0.1706,0,0.5348,362224,4.43606e+06,2438.82,-0.289935,-0.0357306,-0.921824,-0.00161826,0.0021597,-0.00296367,0.000524362,0.0156774,0.000639338,0.0441616,0.913025,0.142834,0.7674,1620826363715950110
58.7305,-0.000728144,0.237355,0.000485929,0.0157154,0.000511347,0.00490812,0.0156081,1.70237,-0.00587926,-0.1706,0,0.5348,362225,4.43606e+06,2438.83,-0.292659,-0.0356805,-0.920016,-0.00158897,0.00196516,-0.00293007,0.000495115,0.0157127,0.000588545,0.0440982,0.913203,0.142944,0.7674,1620826363725950080
58.7305,-0.000728144,0.237355,0.000485929,0.0157154,0.000511347,0.00490812,0.0156081,1.70237,-0.00588974,-0.1706,0,0.5348,362225,4.43606e+06,2438.83,-0.292659,-0.0356805,-0.920016,-0.00158897,0.00196516,-0.00293007,0.000495115,0.0157127,0.000588545,0.0440982,0.913203,0.142944,0.7674,1620826363735886756
58.7255,-0.00133111,0.237476,0.000459608,0.0157449,0.000464003,0.00491586,0.0158647,1.70237,-0.00588974,-0.1706,0,0.5348,362226,4.43606e+06,2438.85,-0.295391,-0.0356617,-0.918351,-0.00156796,0.00175759,-0.00289459,0.000468198,0.0157424,0.000541465,0.0440321,0.913381,0.143053,0.7674,1620826363745884757
